MainTitle,Type,Genre,Weighted_Score,Themes,Summary
Saint Beast,TV,[],5.4463,"['bishounen', 'shounen-ai', 'yaoi']","In the ancient past, the Highest level of angels, the Six Saintly Beasts reigned supreme as the beast kings. Two of the Saint Beasts disobeyed Gods order and was sealed away in a Hellish place. Now after thousands of days and nights, the barrier has weakend and they escape. So the remaining four must go to Earth and stop them from causing trouble."
Air Master,TV,"['action', 'comedy']",6.4522,"['martial arts', 'shoujo-ai']","A former gymnast, Maki Aikawa, has turned her skills to a different way of life—street fighting. The only thing that truly makes her feel alive is violence. With amazing power and grace, she fights opponent after opponent, repeatedly demonstrating the gymnastic talent that earns her her nom de guerre, ""Airmaster""."
Samurai: Hunt for the Sword,OAV,['action'],5.4833,"['harem', 'historical', 'samurai']","Shinjūrō may be a little young to be the master of a swordsmanship school, but fate didn't give him a choice. Now his position and martial arts skill land him right in the middle of serious trouble when the rogue samurai Mikage faces off against the Tokugawa government. Caught in the middle, Shinjūrō and the small group of girls must protect the town from harm."
Sohryuden - Legend of the Dragon Kings,OAV,"['drama', 'mystery', 'supernatural']",6.2179,"['conspiracy', 'dragons', 'superpowers']",Four brothers with magical powers must use them to protect themselves and friends from an enemy bent on destroying them.
Sorcerer Hunters,TV,"['adventure', 'comedy', 'fantasy']",6.5297,['fanservice'],"In the continent of spooner, sorcerers, who are the continent's aristocrats, have begun to abuse their powers. Under the guidance of Big Momma (their boss) Carrot (who turns into a giant monster every time he's placed under a magic spell), Gateau (a bodybuilder), Marron (a mage), Chocolate and Tira (who can transform into dominatrix's at will) must stop the evil sorcerers from picking on the weak. However, none of them (except maybe Marron) have a clue to what’s going on."
Strange Love,OAV,"['comedy', 'romance']",5.4279,['yuri'],"Yoshida Chizuru is the sexiest co-ed in her class. Secretly, she's been appearing in TV commercials - despite the fact that students are forbidden from working. But one of her professors has uncovered her secret and hopes to use this information to his advantage. Yoshida's got plans of her own, and has no intention of giving up her acting career...."
The Irresponsible Captain Tylor,OAV,"['adventure', 'comedy', 'drama', 'science fiction']",7.3196,"['military', 'space']","The shooting war is over with both the Raalgon Empire and the United Planets Space Force able to declare victory. Both sides have withdrawn their massed fleets and everything should have settled down to normal. It should come as no real surprise that it hasn't. The Raalgon Empire have taken the opportunity to secretly deploy a new weapon. Learning of this the UPSF has no choice but to send the Soyokaze on a secret mission to find out what this new weapon is. The scariest part of all, though, is that Justy Ueki Tylor has a plan."
Trigun,TV,"['action', 'comedy', 'drama', 'science fiction']",8.2701,"['post-apocalyptic', 'space western', 'western']","Vash the Stampede is a gunman on the run with a 60 billion double dollar bounty on his head which has made it difficult for him to go anywhere without being chased and shot at. Every town he ever visits ends up being destroyed because of his pursuers, but miraculously no one ever gets killed. Meryl and Milly are two insurance agents that have been sent to find Vash the Stampede and keep him under surveillance so no more damage is caused. Meryl, who leads the pair, refuses to believe that the man they have met can possibly be the legendary gunman. This spikey haired, gangly, young man is extremely friendly, a pacifist, hates blood and suicide, absolutely loves donuts, and is a dork and a crybaby (far from a notorious outlaw). But there is more to Vash and his past than meets the eye."
Twilight of the Dark Master,OAV,"['horror', 'supernatural']",5.4444,"['demons', 'gods']",Tsunami is an ancient gaurdian fom days long ago when the Mother Spirit created Daemons and Gaurdians to aid a fledgling human race. Tsunami becomes involved with a woman who has just lost her fiance and her arm and now wants to figure out why this has happened.Meanwhile the Daemon leader is still alive and plotting to enslave mankind. Will Tsunami defend earth once again or be corrupted as two other gaurdians have been by the Daemon leader...
Urusei Yatsura,TV,"['action', 'comedy', 'romance', 'science fiction']",7.4818,"['aliens', 'school']","Urusei Yatsura is the story of the unluckiest and most lecherous young man alive, Ataru Moroboshi. When aliens decide to invade Earth, Ataru is randomly selected to defend his planet by playing a game of the aliens national sport, tag. Should he win, the world shall be saved. However, Ataru is motivated for far less noble reasons, as the one he plays against is revealed to be the curvaceous alien princess, Lum. The game goes for 10 days, and on the last day, Ataru, motivated by his girlfriend assuring him marriage (and consequently, a marriage night one can assume) should he win, finally catches Lum. However, with his victory he gives a cry of joy for his coming marriage, which is misinterpreted by Lum to be a marriage proposal. She promptly agrees, beginning the two's ""marriage"" together."
Revolutionary Girl Utena: The Movie,movie,"['action', 'drama', 'psychological', 'romance']",7.2308,['yuri'],"In a loose retelling of the Revolutionary Girl Utena TV series, Utena Tenjou arrives at Ohtori Academy, only to be immediately swept up in a series of duels for the hand of her classmate Anthy Himemiya and the power she supposedly holds. At the same time, Utena reunites with Touga Kiryuu, a friend from her childhood who seems to know the secrets behind the duels. Utena must discover those secrets for herself, before the power that rules Ohtori claims her and her friends, new and old."
Vampire Princess Miyu,OAV,"['drama', 'horror', 'supernatural']",6.9785,"['demons', 'occult', 'vampires']",Spiritualist Himiko Se finds herself involved with the supernatural when she comes face to face with a young vampire girl known only as Miyu whose purpose is to banish a race of demons known only as Shinma to the dark.
Voogie's Angel,OAV,['science fiction'],5.6419,"['alien', 'cyborg', 'mecha']","A hundred years after Earth is invaded by aliens, the last remnants of the human race dwell in underwater ""Aqua Bases."" A team of five cybernetically enhanced women is trained for the purpose of carrying out guerrilla attacks against the occupying forces. Earth`s last hope for salvation is...Voogie's Angels."
Armored Trooper Votoms,TV,"['drama', 'science fiction']",7.3075,"['mecha', 'military', 'real robot']","The end of the 100 year war between the planets Bavalant and Melkia does not allow Melkian soldier Chirico Cuvie a moment of peace. His accidental involvement in a clandestine mission places him in danger, requiring him to escape and attempt to survive on what is left of his war-torn homeworld."
X,movie,"['drama', 'horror', 'psychological', 'supernatural']",5.5486,['bishounen'],"It's the year of destiny, and 15 year old Kamui Shiro, a powerful psychic, has returned to Toyko after a 6 year absence, having left when he was very young. He wants to be with his childhood friends, Fuma (his best friend) and Kotori, Fuma's little sister (and Kamui's possible girlfriend). He wants to protect them from all dangers, but destiny and fate are haunting Kamui and pulling in himself and his beloved childhood friends. It is his destiny and his sole decision to decide the fate of the world, no matter if he wants the role or not. Now it is a matter of if he will join the side of the Seven Seals and become the Dragon of Heaven to save mankind or join the Seven Angels and become the Dragon of Earth to destroy all civilization so the earth can heal itself from man's destruction."
Starship Girl Yamamoto Yohko,TV,"['adventure', 'comedy', 'science fiction']",6.5082,No Theme Found,"A.D. 2999 - A freak accident aboard the starship TA-29 results in ace pilot Yamamoto Yohko losing her memory. She returns to the year 1999 to live her life as a normal high school girl, but she slowly receives recurring flashbacks of her space battles. When she is finally reunited with the TERRA team and the TA-29, she quickly regains her memory and returns to her winning ways as the Starship Girl Yamamoto Yohko."
